Sample,2bRAD_sample_id,18s Code,Taxon,Total Length (mm),Inferred Age,Photo,genus,species,Gut contents?,Latitude,Longitude,Region,Current,Cruise,Station,Date,Time,Temp (oC),Fluoro (chl-a),Salinity (psu),Bottom depth (m),Tow depth (m),Tow Length (m),Net Area (m2),Tow Volume (m3),Zoop Biomass (ml),Zpl Density (ml/m3),Moon Phase %,risen or set
S268-025-NT-K6,,,K. pelamis,5.056,3.724444444,S268-025-NT-K6,Katsuwonus,pelamis,No,-2.077,-170.425,PIPA,,S268,S268-025-NT,17-Jul-16,4,29.3,19.25,35.26,5000,0,2379,0.5,1189.5,101.5,0.085329971,93,risen
S268-025-NT-K7,268-G199,,K. pelamis,5.3447,4.366,S268-025-NT-K7,Katsuwonus,pelamis,No,-2.077,-170.425,PIPA,,S268,S268-025-NT,17-Jul-16,4,29.3,19.25,35.26,5000,0,2379,0.5,1189.5,101.5,0.085329971,93,risen
S268-025-NT-K8,268-G200,GC_52,K. pelamis,4.9671,3.526888889,S268-025-NT-K8,Katsuwonus,pelamis,Yes,-2.077,-170.425,PIPA,,S268,S268-025-NT,17-Jul-16,4,29.3,19.25,35.26,5000,0,2379,0.5,1189.5,101.5,0.085329971,93,risen
S268-025-NT-K9,268-G201,GC_53,K. pelamis,5.2216,4.092444444,S268-025-NT-K9,Katsuwonus,pelamis,Yes,-2.077,-170.425,PIPA,,S268,S268-025-NT,17-Jul-16,4,29.3,19.25,35.26,5000,0,2379,0.5,1189.5,101.5,0.085329971,93,risen
S268-025-TTD-K1,268-G5,GC_44,K. pelamis,aged,#VALUE!,S268-025-TTD-K1,Katsuwonus,pelamis,Yes,-2.04,-170.443,PIPA,,S268,S268-025-TTD,16-Jul-16,2241,29.3,19.25,35.26,5000,108,1401.91,1,1401.91,206,0.146942386,93,risen
S268-025-TTD-K10,268-G183,,K. pelamis,6.3267,6.548222222,S268-025-TTD-K10,Katsuwonus,pelamis,No,-2.04,-170.443,PIPA,,S268,S268-025-TTD,16-Jul-16,2241,29.3,19.25,35.26,5000,108,1401.91,1,1401.91,206,0.146942386,93,risen
S268-025-TTD-K11,268-G184,,K. pelamis,5.1106,3.845777778,S268-025-TTD-K11,Katsuwonus,pelamis,No,-2.04,-170.443,PIPA,,S268,S268-025-TTD,16-Jul-16,2241,29.3,19.25,35.26,5000,108,1401.91,1,1401.91,206,0.146942386,93,risen
S268-025-TTD-K12,268-G185,,K. pelamis,6.5687,7.086,S268-025-TTD-K12,Katsuwonus,pelamis,No,-2.04,-170.443,PIPA,,S268,S268-025-TTD,16-Jul-16,2241,29.3,19.25,35.26,5000,108,1401.91,1,1401.91,206,0.146942386,93,risen
S268-025-TTD-K13,268-G186,,K. pelamis,6.3415,6.581111111,S268-025-TTD-K13,Katsuwonus,pelamis,No,-2.04,-170.443,PIPA,,S268,S268-025-TTD,16-Jul-16,2241,29.3,19.25,35.26,5000,108,1401.91,1,1401.91,206,0.146942386,93,risen
S268-025-TTD-K14,268-G187,GC_49,K. pelamis,5.0963,3.814,S268-025-TTD-K14,Katsuwonus,pelamis,Yes,-2.04,-170.443,PIPA,,S268,S268-025-TTD,16-Jul-16,2241,29.3,19.25,35.26,5000,108,1401.91,1,1401.91,206,0.146942386,93,risen
S268-025-TTD-K15,268-G188,GC_50,K. pelamis,6.2754,6.434222222,S268-025-TTD-K15,Katsuwonus,pelamis,Yes,-2.04,-170.443,PIPA,,S268,S268-025-TTD,16-Jul-16,2241,29.3,19.25,35.26,5000,108,1401.91,1,1401.91,206,0.146942386,93,risen
S268-025-TTD-K16,268-G189,,K. pelamis,N/A,N/A,S268-025-TTD-K16,Katsuwonus,pelamis,No,-2.04,-170.443,PIPA,,S268,S268-025-TTD,16-Jul-16,2241,29.3,19.25,35.26,5000,108,1401.91,1,1401.91,206,0.146942386,93,risen
S268-025-TTD-K17,268-G190,,K. pelamis,5.0193,3.642888889,S268-025-TTD-K17,Katsuwonus,pelamis,No,-2.04,-170.443,PIPA,,S268,S268-025-TTD,16-Jul-16,2241,29.3,19.25,35.26,5000,108,1401.91,1,1401.91,206,0.146942386,93,risen
S268-025-TTD-K18,268-G191,,K. pelamis,6.2881,6.462444444,S268-025-TTD-K18,Katsuwonus,pelamis,No,-2.04,-170.443,PIPA,,S268,S268-025-TTD,16-Jul-16,2241,29.3,19.25,35.26,5000,108,1401.91,1,1401.91,206,0.146942386,93,risen
S268-025-TTD-K19,268-G192,,K. pelamis,N/A,N/A,S268-025-TTD-K19,Katsuwonus,pelamis,No,-2.04,-170.443,PIPA,,S268,S268-025-TTD,16-Jul-16,2241,29.3,19.25,35.26,5000,108,1401.91,1,1401.91,206,0.146942386,93,risen
S268-025-TTD-K2,268-G178,,K. pelamis,N/A,N/A,S268-025-TTD-K2,Katsuwonus,pelamis,No,-2.04,-170.443,PIPA,,S268,S268-025-TTD,16-Jul-16,2241,29.3,19.25,35.26,5000,108,1401.91,1,1401.91,206,0.146942386,93,risen
S268-025-TTD-K20,268-G193,,K. pelamis,N/A,N/A,S268-025-TTD-K20,Katsuwonus,pelamis,No,-2.04,-170.443,PIPA,,S268,S268-025-TTD,16-Jul-16,2241,29.3,19.25,35.26,5000,108,1401.91,1,1401.91,206,0.146942386,93,risen
S268-025-TTD-K21,268-G194,,K. pelamis,N/A,N/A,S268-025-TTD-K21,Katsuwonus,pelamis,Yes,-2.04,-170.443,PIPA,,S268,S268-025-TTD,16-Jul-16,2241,29.3,19.25,35.26,5000,108,1401.91,1,1401.91,206,0.146942386,93,risen
S268-025-TTD-K3,268-G10,GC_45,K. pelamis,5.9572,5.727111111,S268-025-TTD-K3,Katsuwonus,pelamis,Yes,-2.04,-170.443,PIPA,,S268,S268-025-TTD,16-Jul-16,2241,29.3,19.25,35.26,5000,108,1401.91,1,1401.91,206,0.146942386,93,risen
S268-025-TTD-K4,268-G4,GC_46,K. pelamis,6.3719,6.648666667,S268-025-TTD-K4,Katsuwonus,pelamis,Yes,-2.04,-170.443,PIPA,,S268,S268-025-TTD,16-Jul-16,2241,29.3,19.25,35.26,5000,108,1401.91,1,1401.91,206,0.146942386,93,risen
S268-025-TTD-K5,268-G179,GC_47,K. pelamis,5.8404,5.467555556,S268-025-TTD-K5,Katsuwonus,pelamis,Yes,-2.04,-170.443,PIPA,,S268,S268-025-TTD,16-Jul-16,2241,29.3,19.25,35.26,5000,108,1401.91,1,1401.91,206,0.146942386,93,risen
S268-025-TTD-K6,268-G180,,K. pelamis,4.9891,3.575777778,S268-025-TTD-K6,Katsuwonus,pelamis,No,-2.04,-170.443,PIPA,,S268,S268-025-TTD,16-Jul-16,2241,29.3,19.25,35.26,5000,108,1401.91,1,1401.91,206,0.146942386,93,risen
S268-025-TTD-K7,268-G3,,K. pelamis,6.4336,6.785777778,S268-025-TTD-K7,Katsuwonus,pelamis,No,-2.04,-170.443,PIPA,,S268,S268-025-TTD,16-Jul-16,2241,29.3,19.25,35.26,5000,108,1401.91,1,1401.91,206,0.146942386,93,risen
S268-025-TTD-K8,268-G181,,K. pelamis,6.1224,6.094222222,S268-025-TTD-K8,Katsuwonus,pelamis,No,-2.04,-170.443,PIPA,,S268,S268-025-TTD,16-Jul-16,2241,29.3,19.25,35.26,5000,108,1401.91,1,1401.91,206,0.146942386,93,risen
S268-025-TTD-K9,268-G182,GC_48,K. pelamis,6.3121,6.515777778,S268-025-TTD-K9,Katsuwonus,pelamis,Yes,-2.04,-170.443,PIPA,,S268,S268-025-TTD,16-Jul-16,2241,29.3,19.25,35.26,5000,108,1401.91,1,1401.91,206,0.146942386,93,risen
S268-025-TTS-K1,268-G169,GC_38,K. pelamis,N/A,N/A,S268-025-TTS-K1,Katsuwonus,pelamis,Yes,-2.057,-170.437,PIPA,,S268,S268-025-TTS,16-Jul-16,2315,29.3,19.25,35.26,5000,49.8,655.058,1,655.058,265,0.40454433,93,risen
S268-025-TTS-K10,268-G177,,K. pelamis,6.3193,6.531777778,S268-025-TTS-K10,Katsuwonus,pelamis,No,-2.057,-170.437,PIPA,,S268,S268-025-TTS,16-Jul-16,2315,29.3,19.25,35.26,5000,49.8,655.058,1,655.058,265,0.40454433,93,risen
S268-025-TTS-K11,,,K. pelamis,4.0079,1.395333333,S268-025-TTS-K11,Katsuwonus,pelamis,No,-2.057,-170.437,PIPA,,S268,S268-025-TTS,16-Jul-16,2315,29.3,19.25,35.26,5000,49.8,655.058,1,655.058,265,0.40454433,93,risen
S268-025-TTS-K2,268-G170,,K. pelamis,N/A,N/A,S268-025-TTS-K2,Katsuwonus,pelamis,No,-2.057,-170.437,PIPA,,S268,S268-025-TTS,16-Jul-16,2315,29.3,19.25,35.26,5000,49.8,655.058,1,655.058,265,0.40454433,93,risen
S268-025-TTS-K3,268-G171,GC_39,K. pelamis,N/A,N/A,S268-025-TTS-K3,Katsuwonus,pelamis,Yes,-2.057,-170.437,PIPA,,S268,S268-025-TTS,16-Jul-16,2315,29.3,19.25,35.26,5000,49.8,655.058,1,655.058,265,0.40454433,93,risen
S268-025-TTS-K4,268-G172,GC_40,K. pelamis,6.1673,6.194,S268-025-TTS-K4,Katsuwonus,pelamis,Yes,-2.057,-170.437,PIPA,,S268,S268-025-TTS,16-Jul-16,2315,29.3,19.25,35.26,5000,49.8,655.058,1,655.058,265,0.40454433,93,risen
S268-025-TTS-K5,268-G173,,K. pelamis,5.9483,5.707333333,S268-025-TTS-K5,Katsuwonus,pelamis,No,-2.057,-170.437,PIPA,,S268,S268-025-TTS,16-Jul-16,2315,29.3,19.25,35.26,5000,49.8,655.058,1,655.058,265,0.40454433,93,risen
S268-025-TTS-K6,268-G174,GC_41,K. pelamis,N/A,N/A,S268-025-TTS-K6,Katsuwonus,pelamis,Yes,-2.057,-170.437,PIPA,,S268,S268-025-TTS,16-Jul-16,2315,29.3,19.25,35.26,5000,49.8,655.058,1,655.058,265,0.40454433,93,risen
S268-025-TTS-K7,,,K. pelamis,N/A,N/A,S268-025-TTS-K7,Katsuwonus,pelamis,Yes,-2.057,-170.437,PIPA,,S268,S268-025-TTS,16-Jul-16,2315,29.3,19.25,35.26,5000,49.8,655.058,1,655.058,265,0.40454433,93,risen
S268-025-TTS-K8,268-G175,GC_42,K. pelamis,5.8703,5.534,S268-025-TTS-K8,Katsuwonus,pelamis,Yes,-2.057,-170.437,PIPA,,S268,S268-025-TTS,16-Jul-16,2315,29.3,19.25,35.26,5000,49.8,655.058,1,655.058,265,0.40454433,93,risen
S268-025-TTS-K9,268-G176,GC_43,K. pelamis,5.3594,4.398666667,S268-025-TTS-K9,Katsuwonus,pelamis,Yes,-2.057,-170.437,PIPA,,S268,S268-025-TTS,16-Jul-16,2315,29.3,19.25,35.26,5000,49.8,655.058,1,655.058,265,0.40454433,93,risen
S268-025-TTS-T1,268-G251,,Thunnus,4.5,3.756756757,S268-025-TTS-T1,Thunnus,albacares,Yes,-2.057,-170.437,PIPA,,S268,S268-025-TTS,16-Jul-16,2315,29.3,19.25,35.26,5000,49.8,655.058,1,655.058,265,0.40454433,93,risen
S268-025-TTS-T2,268-G20,,Thunnus,N/A,N/A,S268-025-TTS-T2,Thunnus,,,-2.057,-170.437,PIPA,,S268,S268-025-TTS,16-Jul-16,2315,29.3,19.25,35.26,5000,49.8,655.058,1,655.058,265,0.40454433,93,risen
S268-026-TTD-K1,268-G7,GC_56,K. pelamis,9.6095,13.84333333,S268-026-TTD-K1,Katsuwonus,pelamis,Yes,-2.497,-170.862,PIPA,,S268,S268-026-TTD,17-Jul-16,1045,30,3.92,35.1,5300,79.7,1184.279,1,1184.279,64,0.05404132,93,set
S268-026-TTS-K1,268-G214,,K. pelamis,N/A,N/A,S268-026-TTS-K1,Katsuwonus,pelamis,No,-2.502,-170.848,PIPA,,S268,S268-026-TTS,17-Jul-16,1117,30,3.92,35.1,5175,48,743.355,1,743.355,106,0.142596741,93,set
S268-026-TTS-T1,268-G21,,K. pelamis,N/A,N/A,S268-026-TTS-T1,Katsuwonus,pelamis,No,-2.502,-170.848,PIPA,,S268,S268-026-TTS,17-Jul-16,1117,30,3.92,35.1,5175,48,743.355,1,743.355,106,0.142596741,93,set
S268-026-TTS-T2,268-G252,,Thunnus,3.7271,1.667837838,S268-026-TTS-T2,Thunnus,obesus,No,-2.502,-170.848,PIPA,,S268,S268-026-TTS,17-Jul-16,1117,30,3.92,35.1,5175,48,743.355,1,743.355,106,0.142596741,93,set
S268-027-NT-K1,268-G145,,K. pelamis,4.4004,2.267555556,S268-027-NT-K1,Katsuwonus,pelamis,No,-2.948,-170.507,PIPA,,S268,S268-027-NT,17-Jul-16,2357,29.6,13.43,35.12,5122,0,1112.6,0.5,556.3,58,0.104260291,93,risen
S268-027-NT-K10,,,K. pelamis,4.928,3.44,S268-027-NT-K10,Katsuwonus,pelamis,No,-2.948,-170.507,PIPA,,S268,S268-027-NT,17-Jul-16,2357,29.6,13.43,35.12,5122,0,1112.6,0.5,556.3,58,0.104260291,93,risen
S268-027-NT-K11,,GC_34,K. pelamis,N/A,N/A,S268-027-NT-K11,Katsuwonus,pelamis,Yes,-2.948,-170.507,PIPA,,S268,S268-027-NT,17-Jul-16,2357,29.6,13.43,35.12,5122,0,1112.6,0.5,556.3,58,0.104260291,93,risen
S268-027-NT-K12,268-G154,,K. pelamis,N/A,N/A,S268-027-NT-K12,Katsuwonus,pelamis,No,-2.948,-170.507,PIPA,,S268,S268-027-NT,17-Jul-16,2357,29.6,13.43,35.12,5122,0,1112.6,0.5,556.3,58,0.104260291,93,risen
S268-027-NT-K13,268-G155,,K. pelamis,N/A,N/A,S268-027-NT-K13,Katsuwonus,pelamis,No,-2.948,-170.507,PIPA,,S268,S268-027-NT,17-Jul-16,2357,29.6,13.43,35.12,5122,0,1112.6,0.5,556.3,58,0.104260291,93,risen
S268-027-NT-K14,268-G156,,K. pelamis,N/A,N/A,S268-027-NT-K14,Katsuwonus,pelamis,No,-2.948,-170.507,PIPA,,S268,S268-027-NT,17-Jul-16,2357,29.6,13.43,35.12,5122,0,1112.6,0.5,556.3,58,0.104260291,93,risen
S268-027-NT-K2,268-G146,GC_31,K. pelamis,4.9071,3.393555556,S268-027-NT-K2,Katsuwonus,pelamis,Yes,-2.948,-170.507,PIPA,,S268,S268-027-NT,17-Jul-16,2357,29.6,13.43,35.12,5122,0,1112.6,0.5,556.3,58,0.104260291,93,risen
S268-027-NT-K3,268-G147,,K. pelamis,4.6029,2.717555556,S268-027-NT-K3,Katsuwonus,pelamis,No,-2.948,-170.507,PIPA,,S268,S268-027-NT,17-Jul-16,2357,29.6,13.43,35.12,5122,0,1112.6,0.5,556.3,58,0.104260291,93,risen
S268-027-NT-K4,268-G148,GC_32,K. pelamis,N/A,N/A,S268-027-NT-K4,Katsuwonus,pelamis,Yes,-2.948,-170.507,PIPA,,S268,S268-027-NT,17-Jul-16,2357,29.6,13.43,35.12,5122,0,1112.6,0.5,556.3,58,0.104260291,93,risen
S268-027-NT-K5,268-G149,,K. pelamis,N/A,N/A,S268-027-NT-K5,Katsuwonus,pelamis,No,-2.948,-170.507,PIPA,,S268,S268-027-NT,17-Jul-16,2357,29.6,13.43,35.12,5122,0,1112.6,0.5,556.3,58,0.104260291,93,risen
S268-027-NT-K6,268-G150,,K. pelamis,N/A,N/A,S268-027-NT-K6,Katsuwonus,pelamis,No,-2.948,-170.507,PIPA,,S268,S268-027-NT,17-Jul-16,2357,29.6,13.43,35.12,5122,0,1112.6,0.5,556.3,58,0.104260291,93,risen
S268-027-NT-K7,268-G151,GC_33,K. pelamis,5.3458,4.368444444,S268-027-NT-K7,Katsuwonus,pelamis,Yes,-2.948,-170.507,PIPA,,S268,S268-027-NT,17-Jul-16,2357,29.6,13.43,35.12,5122,0,1112.6,0.5,556.3,58,0.104260291,93,risen
S268-027-NT-K8,268-G152,,K. pelamis,N/A,N/A,S268-027-NT-K8,Katsuwonus,pelamis,No,-2.948,-170.507,PIPA,,S268,S268-027-NT,17-Jul-16,2357,29.6,13.43,35.12,5122,0,1112.6,0.5,556.3,58,0.104260291,93,risen
S268-027-NT-K9,268-G153,,K. pelamis,N/A,N/A,S268-027-NT-K9,Katsuwonus,pelamis,No,-2.948,-170.507,PIPA,,S268,S268-027-NT,17-Jul-16,2357,29.6,13.43,35.12,5122,0,1112.6,0.5,556.3,58,0.104260291,93,risen
S268-027-TTD-K1,268-G89,GC_16,K. pelamis,N/A,N/A,S268-027-TTD-K1,Katsuwonus,pelamis,Yes,-2.918,-170.52,PIPA,,S268,S268-027-TTD,17-Jul-16,2235,29.6,13.43,35.12,5122,95,1581.761,1,1581.761,156,0.098624255,93,risen
S268-027-TTD-K10,268-G98,,K. pelamis,4.1992,1.820444444,S268-027-TTD-K10,Katsuwonus,pelamis,No,-2.918,-170.52,PIPA,,S268,S268-027-TTD,17-Jul-16,2235,29.6,13.43,35.12,5122,95,1581.761,1,1581.761,156,0.098624255,93,risen
S268-027-TTD-K11,,,K. pelamis,4.6979,2.928666667,S268-027-TTD-K11,Katsuwonus,pelamis,No,-2.918,-170.52,PIPA,,S268,S268-027-TTD,17-Jul-16,2235,29.6,13.43,35.12,5122,95,1581.761,1,1581.761,156,0.098624255,93,risen
S268-027-TTD-K12,268-G99,,K. pelamis,4.7442,3.031555556,S268-027-TTD-K12,Katsuwonus,pelamis,No,-2.918,-170.52,PIPA,,S268,S268-027-TTD,17-Jul-16,2235,29.6,13.43,35.12,5122,95,1581.761,1,1581.761,156,0.098624255,93,risen
S268-027-TTD-K13,,GC_20,K. pelamis,5.1758,3.990666667,S268-027-TTD-K13,Katsuwonus,pelamis,Yes,-2.918,-170.52,PIPA,,S268,S268-027-TTD,17-Jul-16,2235,29.6,13.43,35.12,5122,95,1581.761,1,1581.761,156,0.098624255,93,risen
S268-027-TTD-K14,268-G100,,K. pelamis,N/A,N/A,S268-027-TTD-K14,Katsuwonus,pelamis,No,-2.918,-170.52,PIPA,,S268,S268-027-TTD,17-Jul-16,2235,29.6,13.43,35.12,5122,95,1581.761,1,1581.761,156,0.098624255,93,risen
S268-027-TTD-K15,268-G101,GC_21,K. pelamis,4.7639,3.075333333,S268-027-TTD-K15,Katsuwonus,pelamis,Yes,-2.918,-170.52,PIPA,,S268,S268-027-TTD,17-Jul-16,2235,29.6,13.43,35.12,5122,95,1581.761,1,1581.761,156,0.098624255,93,risen
S268-027-TTD-K16,268-G102,GC_22,K. pelamis,5.6425,5.027777778,S268-027-TTD-K16,Katsuwonus,pelamis,Yes,-2.918,-170.52,PIPA,,S268,S268-027-TTD,17-Jul-16,2235,29.6,13.43,35.12,5122,95,1581.761,1,1581.761,156,0.098624255,93,risen
S268-027-TTD-K17,268-G103,,K. pelamis,4.9166,3.414666667,S268-027-TTD-K17,Katsuwonus,pelamis,No,-2.918,-170.52,PIPA,,S268,S268-027-TTD,17-Jul-16,2235,29.6,13.43,35.12,5122,95,1581.761,1,1581.761,156,0.098624255,93,risen
S268-027-TTD-K18,268-G104,,K. pelamis,5.5634,4.852,S268-027-TTD-K18,Katsuwonus,pelamis,No,-2.918,-170.52,PIPA,,S268,S268-027-TTD,17-Jul-16,2235,29.6,13.43,35.12,5122,95,1581.761,1,1581.761,156,0.098624255,93,risen
S268-027-TTD-K19,268-G105,,K. pelamis,5.4278,4.550666667,S268-027-TTD-K19,Katsuwonus,pelamis,No,-2.918,-170.52,PIPA,,S268,S268-027-TTD,17-Jul-16,2235,29.6,13.43,35.12,5122,95,1581.761,1,1581.761,156,0.098624255,93,risen
S268-027-TTD-K2,268-G90,GC_17,K. pelamis,N/A,N/A,S268-027-TTD-K2,Katsuwonus,pelamis,Yes,-2.918,-170.52,PIPA,,S268,S268-027-TTD,17-Jul-16,2235,29.6,13.43,35.12,5122,95,1581.761,1,1581.761,156,0.098624255,93,risen
S268-027-TTD-K20,268-G106,,K. pelamis,4.298,2.04,S268-027-TTD-K20,Katsuwonus,pelamis,No,-2.918,-170.52,PIPA,,S268,S268-027-TTD,17-Jul-16,2235,29.6,13.43,35.12,5122,95,1581.761,1,1581.761,156,0.098624255,93,risen
S268-027-TTD-K21,268-G107,,K. pelamis,5.1537,3.941555556,S268-027-TTD-K21,Katsuwonus,pelamis,No,-2.918,-170.52,PIPA,,S268,S268-027-TTD,17-Jul-16,2235,29.6,13.43,35.12,5122,95,1581.761,1,1581.761,156,0.098624255,93,risen
S268-027-TTD-K22,268-G108,,K. pelamis,4.848,3.262222222,S268-027-TTD-K22,Katsuwonus,pelamis,No,-2.918,-170.52,PIPA,,S268,S268-027-TTD,17-Jul-16,2235,29.6,13.43,35.12,5122,95,1581.761,1,1581.761,156,0.098624255,93,risen
S268-027-TTD-K23,,,K. pelamis,4.02,1.422222222,S268-027-TTD-K23,Katsuwonus,pelamis,No,-2.918,-170.52,PIPA,,S268,S268-027-TTD,17-Jul-16,2235,29.6,13.43,35.12,5122,95,1581.761,1,1581.761,156,0.098624255,93,risen
S268-027-TTD-K24,268-G109,,K. pelamis,4.3975,2.261111111,S268-027-TTD-K24,Katsuwonus,pelamis,No,-2.918,-170.52,PIPA,,S268,S268-027-TTD,17-Jul-16,2235,29.6,13.43,35.12,5122,95,1581.761,1,1581.761,156,0.098624255,93,risen
S268-027-TTD-K25,268-G110,,K. pelamis,4.574,2.653333333,S268-027-TTD-K25,Katsuwonus,pelamis,No,-2.918,-170.52,PIPA,,S268,S268-027-TTD,17-Jul-16,2235,29.6,13.43,35.12,5122,95,1581.761,1,1581.761,156,0.098624255,93,risen
S268-027-TTD-K26,268-G111,,K. pelamis,4.5784,2.663111111,S268-027-TTD-K26,Katsuwonus,pelamis,No,-2.918,-170.52,PIPA,,S268,S268-027-TTD,17-Jul-16,2235,29.6,13.43,35.12,5122,95,1581.761,1,1581.761,156,0.098624255,93,risen
S268-027-TTD-K27,268-G112,,K. pelamis,4.9101,3.400222222,S268-027-TTD-K27,Katsuwonus,pelamis,No,-2.918,-170.52,PIPA,,S268,S268-027-TTD,17-Jul-16,2235,29.6,13.43,35.12,5122,95,1581.761,1,1581.761,156,0.098624255,93,risen
S268-027-TTD-K28,268-G113,,K. pelamis,4.795,3.144444444,S268-027-TTD-K28,Katsuwonus,pelamis,No,-2.918,-170.52,PIPA,,S268,S268-027-TTD,17-Jul-16,2235,29.6,13.43,35.12,5122,95,1581.761,1,1581.761,156,0.098624255,93,risen
S268-027-TTD-K29,268-G114,,K. pelamis,3.9234,1.207555556,S268-027-TTD-K29,Katsuwonus,pelamis,No,-2.918,-170.52,PIPA,,S268,S268-027-TTD,17-Jul-16,2235,29.6,13.43,35.12,5122,95,1581.761,1,1581.761,156,0.098624255,93,risen
S268-027-TTD-K3,268-G91,,K. pelamis,N/A,N/A,S268-027-TTD-K3,Katsuwonus,pelamis,No,-2.918,-170.52,PIPA,,S268,S268-027-TTD,17-Jul-16,2235,29.6,13.43,35.12,5122,95,1581.761,1,1581.761,156,0.098624255,93,risen
S268-027-TTD-K30,268-G115,,K. pelamis,4.3298,2.110666667,S268-027-TTD-K30,Katsuwonus,pelamis,No,-2.918,-170.52,PIPA,,S268,S268-027-TTD,17-Jul-16,2235,29.6,13.43,35.12,5122,95,1581.761,1,1581.761,156,0.098624255,93,risen
S268-027-TTD-K31,268-G116,,K. pelamis,4.3737,2.208222222,S268-027-TTD-K31,Katsuwonus,pelamis,No,-2.918,-170.52,PIPA,,S268,S268-027-TTD,17-Jul-16,2235,29.6,13.43,35.12,5122,95,1581.761,1,1581.761,156,0.098624255,93,risen
S268-027-TTD-K32,268-G117,GC_23,K. pelamis,N/A,N/A,S268-027-TTD-K32,Katsuwonus,pelamis,Yes,-2.918,-170.52,PIPA,,S268,S268-027-TTD,17-Jul-16,2235,29.6,13.43,35.12,5122,95,1581.761,1,1581.761,156,0.098624255,93,risen
S268-027-TTD-K33,268-G118,,K. pelamis,4.1458,1.701777778,S268-027-TTD-K33,Katsuwonus,pelamis,No,-2.918,-170.52,PIPA,,S268,S268-027-TTD,17-Jul-16,2235,29.6,13.43,35.12,5122,95,1581.761,1,1581.761,156,0.098624255,93,risen
S268-027-TTD-K34,268-G119,,K. pelamis,5.1692,3.976,S268-027-TTD-K34,Katsuwonus,pelamis,No,-2.918,-170.52,PIPA,,S268,S268-027-TTD,17-Jul-16,2235,29.6,13.43,35.12,5122,95,1581.761,1,1581.761,156,0.098624255,93,risen
S268-027-TTD-K35,268-G120,,K. pelamis,4.4346,2.343555556,S268-027-TTD-K35,Katsuwonus,pelamis,No,-2.918,-170.52,PIPA,,S268,S268-027-TTD,17-Jul-16,2235,29.6,13.43,35.12,5122,95,1581.761,1,1581.761,156,0.098624255,93,risen
S268-027-TTD-K36,268-G121,,K. pelamis,5.3385,4.352222222,S268-027-TTD-K36,Katsuwonus,pelamis,No,-2.918,-170.52,PIPA,,S268,S268-027-TTD,17-Jul-16,2235,29.6,13.43,35.12,5122,95,1581.761,1,1581.761,156,0.098624255,93,risen
S268-027-TTD-K37,268-G122,GC_24,K. pelamis,N/A,N/A,S268-027-TTD-K37,Katsuwonus,pelamis,Yes,-2.918,-170.52,PIPA,,S268,S268-027-TTD,17-Jul-16,2235,29.6,13.43,35.12,5122,95,1581.761,1,1581.761,156,0.098624255,93,risen
S268-027-TTD-K38,268-G123,,K. pelamis,4.328,2.106666667,S268-027-TTD-K38,Katsuwonus,pelamis,No,-2.918,-170.52,PIPA,,S268,S268-027-TTD,17-Jul-16,2235,29.6,13.43,35.12,5122,95,1581.761,1,1581.761,156,0.098624255,93,risen
S268-027-TTD-K39,268-G124,,K. pelamis,4.8583,3.285111111,S268-027-TTD-K39,Katsuwonus,pelamis,No,-2.918,-170.52,PIPA,,S268,S268-027-TTD,17-Jul-16,2235,29.6,13.43,35.12,5122,95,1581.761,1,1581.761,156,0.098624255,93,risen
S268-027-TTD-K4,268-G92,,K. pelamis,4.815,3.188888889,S268-027-TTD-K4,Katsuwonus,pelamis,No,-2.918,-170.52,PIPA,,S268,S268-027-TTD,17-Jul-16,2235,29.6,13.43,35.12,5122,95,1581.761,1,1581.761,156,0.098624255,93,risen
S268-027-TTD-K40,,GC_25,K. pelamis,3.7939,0.919777778,S268-027-TTD-K40,Katsuwonus,pelamis,Yes,-2.918,-170.52,PIPA,,S268,S268-027-TTD,17-Jul-16,2235,29.6,13.43,35.12,5122,95,1581.761,1,1581.761,156,0.098624255,93,risen
S268-027-TTD-K41,268-G125,,K. pelamis,4.6873,2.905111111,S268-027-TTD-K41,Katsuwonus,pelamis,No,-2.918,-170.52,PIPA,,S268,S268-027-TTD,17-Jul-16,2235,29.6,13.43,35.12,5122,95,1581.761,1,1581.761,156,0.098624255,93,risen
S268-027-TTD-K42,268-G126,GC_26,K. pelamis,4.6949,2.922,S268-027-TTD-K42,Katsuwonus,pelamis,Yes,-2.918,-170.52,PIPA,,S268,S268-027-TTD,17-Jul-16,2235,29.6,13.43,35.12,5122,95,1581.761,1,1581.761,156,0.098624255,93,risen
S268-027-TTD-K43,268-G127,,K. pelamis,4.954,3.497777778,S268-027-TTD-K43,Katsuwonus,pelamis,No,-2.918,-170.52,PIPA,,S268,S268-027-TTD,17-Jul-16,2235,29.6,13.43,35.12,5122,95,1581.761,1,1581.761,156,0.098624255,93,risen
S268-027-TTD-K44,,,K. pelamis,N/A,N/A,S268-027-TTD-K44,Katsuwonus,pelamis,Yes,-2.918,-170.52,PIPA,,S268,S268-027-TTD,17-Jul-16,2235,29.6,13.43,35.12,5122,95,1581.761,1,1581.761,156,0.098624255,93,risen
S268-027-TTD-K45,268-G128,,K. pelamis,5.1355,3.901111111,S268-027-TTD-K45,Katsuwonus,pelamis,No,-2.918,-170.52,PIPA,,S268,S268-027-TTD,17-Jul-16,2235,29.6,13.43,35.12,5122,95,1581.761,1,1581.761,156,0.098624255,93,risen
