Sample,2bRAD_sample_id,18s Code,Taxon,Total Length (mm),Inferred Age,Photo,genus,species,Gut contents?,Latitude,Longitude,Region,Current,Cruise,Station,Date,Time,Temp (oC),Fluoro (chl-a),Salinity (psu),Bottom depth (m),Tow depth (m),Tow Length (m),Net Area (m2),Tow Volume (m3),Zoop Biomass (ml),Zpl Density (ml/m3),Moon Phase %,risen or set
S268-041-TTD-T1,268-G29,,Thunnus,N/A,N/A,S268-041-TTD-T1,Thunnus,obesus,No,-1.567,-174.808,PIPA,,S268,S268-041-TTD,31-Jul-16,1049,29.8,5.25,35.17,3300,97.9,1443.028,1,1443.028,59,0.040886248,7,risen
S268-042-TTD-T1,268-G30,,Thunnus,N/A,N/A,S268-042-TTD-T1,Thunnus,obesus,No,-1.917,-175.04,PIPA,,S268,S268-042-TTD,31-Jul-16,2244,29.7,14.69,35.18,4975,98.1,1575.701,1,1575.701,103,0.065367732,2,set
S268-042-TTS-T1,,,Thunnus,N/A,N/A,S268-042-TTS-T1,Thunnus,,No,-1.6,-175.052,PIPA,,S268,S268-042-TTS-Shallow,31-Jul-16,2319,29.7,14.69,35.18,5115,42.9,1165.001,1,1165.001,154,0.132188728,2,set
S268-045-TTS-T1,268-G269,,Thunnus,N/A,N/A,S268-045-TTS-T1,Thunnus,,No,-3.612,-174.738,PIPA,,S268,S268-045-TTS,2-Aug-16,1128,29.6,5.07,35.13,5386,33.9,1379.669,1,1379.669,97,0.070306719,0,risen
S268-047-TTS-K1,,,K. pelamis,N/A,N/A,S268-047-TTS-K1,Katsuwonus,pelamis,No,-4.73,-174.615,PIPA,,S268,S268-047-TTS,4-Aug-16,2115,29.7,12.66,35.04,2281,39.2,1320.235,1,1320.235,124,0.093922673,7,set
S268-048-TTD-U1,268-G271,,Thunnus,N/A,N/A,S268-048-TTD-U1,Thunnus,,No,-5.822,-174.57,PIPA,,S268,S268-048-TTD,5-Aug-16,1046,29.8,4.71,34.99,5810,95.1,1511.941,1,1511.941,54,0.035715679,7,risen
S268-048-TTS-T1,268-G270,,Thunnus,N/A,N/A,S268-048-TTS-T1,Thunnus,,No,-5.847,-174.58,PIPA,,S268,S268-048-TTS,5-Aug-16,1120,29.8,4.71,34.99,5059,45,1696.732,1,1696.732,59,0.034772728,7,risen
S268-049-TTD-T1,268-G272,,Thunnus,N/A,N/A,S268-049-TTD-T1,Thunnus,,No,-6.127,-174.295,PIPA,,S268,S268-049-TTD,5-Aug-16,2245,29.7,12.2,35,5377,95.3,1557.091,1,1557.091,95,0.061011206,7,set
S268-049-TTD-U1,268-G273,,Thunnus,4.4057,3.501891892,S268-049-TTD-U1,Thunnus,albacares,Yes,-6.127,-174.295,PIPA,,S268,S268-049-TTD,5-Aug-16,2245,29.7,12.2,35,5377,95.3,1557.091,1,1557.091,95,0.061011206,7,set
S268-049-TTS-K1,268-G249,,K. pelamis,N/A,N/A,S268-049-TTS-K1,Katsuwonus,pelamis,No,-6.148,-174.3,PIPA,,S268,S268-049-TTS,5-Aug-16,2320,29.7,12.2,35,5777,47.5,1257.837,1,1257.837,97.5,0.077514018,7,set
S268-050-TTD-T1,268-G274,,Thunnus,N/A,N/A,S268-050-TTD-T1,Thunnus,,No,-6.402,-173.705,PIPA,,S268,S268-050-TTD,6-Aug-16,1328,29.8,4.35,35.04,4555,77,1715.475,1,1715.475,80,0.046634314,14,risen
S268-050-TTS-T1,268-G275,,Thunnus,N/A,N/A,S268-050-TTS-T1,Thunnus,obesus,No,-6.422,-173.703,PIPA,,S268,S268-050-TTS,6-Aug-16,1402,29.8,4.35,35.04,4556,51,1567.664,1,1567.664,88,0.056134478,14,risen
S274-009-TTD-K1,274-G18,,K. pelamis,4.187,1.793333333,S274-009-TTD-K1,Katsuwonus,pelamis,No,-6.278,-169.312,SEC,SEC,S274,S274-009-TTD,15-Jul-17,1113,29.8,4.55,35.4,5654,96,1078.066,1,1078.066,44,0.040813828,64,set
S274-009-TTD-K2,,,K. pelamis,3.2283,0,S274-009-TTD-K2,Katsuwonus,pelamis,No,-6.278,-169.312,SEC,SEC,S274,S274-009-TTD,15-Jul-17,1113,29.8,4.55,35.4,5654,96,1078.066,1,1078.066,44,0.040813828,64,set
S274-009-TTD-K3,274-G19,,K. pelamis,3.7857,0.901555556,S274-009-TTD-K3,Katsuwonus,pelamis,No,-6.278,-169.312,SEC,SEC,S274,S274-009-TTD,15-Jul-17,1113,29.8,4.55,35.4,5654,96,1078.066,1,1078.066,44,0.040813828,64,set
S274-009-TTD-K4,,,K. pelamis,3.2027,0,S274-009-TTD-K4,Katsuwonus,pelamis,No,-6.278,-169.312,SEC,SEC,S274,S274-009-TTD,15-Jul-17,1113,29.8,4.55,35.4,5654,96,1078.066,1,1078.066,44,0.040813828,64,set
S274-009-TTD-K5,,,K. pelamis,2.7103,0,S274-009-TTD-K5,Katsuwonus,pelamis,No,-6.278,-169.312,SEC,SEC,S274,S274-009-TTD,15-Jul-17,1113,29.8,4.55,35.4,5654,96,1078.066,1,1078.066,44,0.040813828,64,set
S274-009-TTD-K6,,,K. pelamis,2.8331,0,S274-009-TTD-K6,Katsuwonus,pelamis,No,-6.278,-169.312,SEC,SEC,S274,S274-009-TTD,15-Jul-17,1113,29.8,4.55,35.4,5654,96,1078.066,1,1078.066,44,0.040813828,64,set
S274-009-TTD-K7,,,K. pelamis,2.8148,0,S274-009-TTD-K7,Katsuwonus,pelamis,No,-6.278,-169.312,SEC,SEC,S274,S274-009-TTD,15-Jul-17,1113,29.8,4.55,35.4,5654,96,1078.066,1,1078.066,44,0.040813828,64,set
S274-011-TTS-K1,274-G20,,K. pelamis,6.2014,6.269777778,S274-011-TTS-K1,Katsuwonus,pelamis,No,-4.757,-169.182,SEC,SEC,S274,S274-011-TTS,16-Jul-17,1106,29.5,8.74,35.43,5064,38,798.57,1,798.57,58,0.072629826,54,set
S274-011-TTS-K2,,,K. pelamis,6.2806,6.445777778,S274-011-TTS-K2,Katsuwonus,pelamis,No,-4.757,-169.182,SEC,SEC,S274,S274-011-TTS,16-Jul-17,1106,29.5,8.74,35.43,5064,38,798.57,1,798.57,58,0.072629826,54,set
S274-011-TTS-T1,274-G87,,Thunnus,4.1858,2.907567568,S274-011-TTS-T1,Thunnus,,No,-4.757,-169.182,SEC,SEC,S274,S274-011-TTS,16-Jul-17,1106,29.5,8.74,35.43,5064,38,798.57,1,798.57,58,0.072629826,54,set
S274-013-TTD-K1,274-G3,GC_81,K. pelamis,7.721,9.646666667,S274-013-TTD-K1,Katsuwonus,pelamis,No,-3.775,-169.79,PIPA,,S274,S274-013-TTD,17-Jul-17,1116,29.4,9.02,35.46,5438,75,1529.777,1,1529.777,112,0.073213285,42,risen
S274-013-TTD-K2,274-G21,,K. pelamis,4.4963,2.480666667,S274-013-TTD-K2,Katsuwonus,pelamis,No,-3.775,-169.79,PIPA,,S274,S274-013-TTD,17-Jul-17,1116,29.4,9.02,35.46,5438,75,1529.777,1,1529.777,112,0.073213285,42,risen
S274-013-TTD-T1,274-G89,,Thunnus,N/A,N/A,S274-013-TTD-T1,Thunnus,obesus,No,-3.775,-169.79,PIPA,,S274,S274-013-TTD,17-Jul-17,1116,29.4,9.02,35.46,5438,75,1529.777,1,1529.777,112,0.073213285,42,risen
S274-013-TTS-T1,274-G88,,Thunnus,4.9395,4.944594595,S274-013-TTS-T1,Thunnus,,No,-3.79,-169.803,PIPA,,S274,S274-013-TTS,17-Jul-17,1145,29.4,7.54,35.45,5438,45,864,1,864,117,0.135416667,42,risen
S274-014-TTD-T1,274-G12,,Thunnus,7.4309,11.67810811,S274-014-TTD-T1,Thunnus,obesus,No,-3.205,-170.212,PIPA,,S274,S274-014-TTD,17-Jul-17,2327,29.2,15.8,35.45,5431,94,2058.437,1,2058.437,110,0.053438604,31,set
S274-015-TTD-K1,274-G22,GC_82,K. pelamis,5.6108,4.957333333,S274-015-TTD-K1,Katsuwonus,pelamis,Yes,-3.123,-171.142,Enderbury,,S274,S274-015-TTD,18-Jul-17,1135,29.5,15.06,35.47,2225,113,1079.988,1,1079.988,78,0.072223025,31,risen
S274-015-TTD-K2,274-G23,GC_83,K. pelamis,4.6372,2.793777778,S274-015-TTD-K2,Katsuwonus,pelamis,Yes,-3.123,-171.142,Enderbury,,S274,S274-015-TTD,18-Jul-17,1135,29.5,15.06,35.47,2225,113,1079.988,1,1079.988,78,0.072223025,31,risen
S274-015-TTD-K3,,,K. pelamis,2.8969,0,S274-015-TTD-K3,Katsuwonus,pelamis,Yes,-3.123,-171.142,Enderbury,,S274,S274-015-TTD,18-Jul-17,1135,29.5,15.06,35.47,2225,113,1079.988,1,1079.988,78,0.072223025,31,risen
S274-016-TTD-K1,274-G24,,K. pelamis,6.0751,5.989111111,S274-016-TTD-K1,Katsuwonus,pelamis,No,-3.01,-171.39,PIPA,,S274,S274-016-TTD,18-Jul-17,2242,29.3,16.23,35.48,1900,78,1253.885,1,1253.885,230,0.1834299,31,set
S274-016-TTD-K2,274-G25,,K. pelamis,4.0594,1.509777778,S274-016-TTD-K2,Katsuwonus,pelamis,No,-3.01,-171.39,PIPA,,S274,S274-016-TTD,18-Jul-17,2242,29.3,16.23,35.48,1900,78,1253.885,1,1253.885,230,0.1834299,31,set
S274-016-TTD-K3,274-G26,,K. pelamis,4.4908,2.468444444,S274-016-TTD-K3,Katsuwonus,pelamis,No,-3.01,-171.39,PIPA,,S274,S274-016-TTD,18-Jul-17,2242,29.3,16.23,35.48,1900,78,1253.885,1,1253.885,230,0.1834299,31,set
S274-016-TTD-K4,274-G27,,K. pelamis,5.1127,3.850444444,S274-016-TTD-K4,Katsuwonus,pelamis,No,-3.01,-171.39,PIPA,,S274,S274-016-TTD,18-Jul-17,2242,29.3,16.23,35.48,1900,78,1253.885,1,1253.885,230,0.1834299,31,set
S274-016-TTD-K5,,,K. pelamis,N/A,N/A,S274-016-TTD-K5,Katsuwonus,pelamis,No,-3.01,-171.39,PIPA,,S274,S274-016-TTD,18-Jul-17,2242,29.3,16.23,35.48,1900,78,1253.885,1,1253.885,230,0.1834299,31,set
S274-016-TTD-K6,274-G1,GC_84,K. pelamis,7.0344,8.120888889,S274-016-TTD-K6,Katsuwonus,pelamis,Yes,-3.01,-171.39,PIPA,,S274,S274-016-TTD,18-Jul-17,2242,29.3,16.23,35.48,1900,78,1253.885,1,1253.885,230,0.1834299,31,set
S274-017-TTD-K1,274-G28,,K. pelamis,N/A,N/A,S274-017-TTD-K1,Katsuwonus,pelamis,No,-2.828,-171.747,Kanton,,S274,S274-017-TTD,23-Jul-17,1553,29.3,9.58,35.5,1683,111,762.819,1,762.819,57,0.074722837,0,risen
S274-017-TTS-U1,274-G90,,K. pelamis,N/A,N/A,S274-017-TTS-U1,Katsuwonus,pelamis,No,-2.833,-171.747,Kanton,,S274,S274-017-TTS,23-Jul-17,1615,29.2,9.52,35.48,1589,58,751.925,1,751.925,113,0.150280946,0,risen
S274-019-TTS-K1,274-G9,GC_85,K. pelamis,6.6675,7.305555556,S274-019-TTS-K1,Katsuwonus,pelamis,Yes,-4.087,-171.98,PIPA,,S274,S274-019-TTS,24-Jul-17,1120,29.4,6.83,35.47,5619,40,1410.428,1,1410.428,38,0.026942176,2,risen
S274-020-NT-K1,274-G29,,K. pelamis,N/A,N/A,S274-020-NT-K1,Katsuwonus,pelamis,No,-4.293,-172.03,Orona,,S274,S274-020-NT,25-Jul-17,9,29.5,13.68,35.49,5553,0,2500,0.5,1250,51,0.0408,6,set
S274-022-TTS-K1,274-G30,,K. pelamis,4.3527,2.161555556,S274-022-TTS-K1,Katsuwonus,pelamis,No,-4.405,-172.338,Orona,,S274,S274-022-TTS,27-Jul-17,1101,29.6,7.1,35.48,3020,34,1441.266,1,1441.266,58,0.040242398,20,risen
S274-022-TTS-K2,274-G31,,K. pelamis,N/A,N/A,S274-022-TTS-K2,Katsuwonus,pelamis,No,-4.405,-172.338,Orona,,S274,S274-022-TTS,27-Jul-17,1101,29.6,7.1,35.48,3020,34,1441.266,1,1441.266,58,0.040242398,20,risen
S274-022-TTS-K3,274-G32,,K. pelamis,5.5946,4.921333333,S274-022-TTS-K3,Katsuwonus,pelamis,No,-4.405,-172.338,Orona,,S274,S274-022-TTS,27-Jul-17,1101,29.6,7.1,35.48,3020,34,1441.266,1,1441.266,58,0.040242398,20,risen
S274-022-TTS-K4,274-G33,,K. pelamis,6.7335,7.452222222,S274-022-TTS-K4,Katsuwonus,pelamis,No,-4.405,-172.338,Orona,,S274,S274-022-TTS,27-Jul-17,1101,29.6,7.1,35.48,3020,34,1441.266,1,1441.266,58,0.040242398,20,risen
S274-023-NT-K1,274-G35,,K. pelamis,3.8005,0.934444444,S274-023-NT-K1,Katsuwonus,pelamis,No,-4.062,-173.038,PIPA,,S274,S274-023-NT,28-Jul-17,5,29.5,15.89,35.47,5003,0,1959.9,0.5,979.95,15,0.015306903,20,set
S274-023-NT-K2,274-G36,,K. pelamis,4.137,1.682222222,S274-023-NT-K2,Katsuwonus,pelamis,No,-4.062,-173.038,PIPA,,S274,S274-023-NT,28-Jul-17,5,29.5,15.89,35.47,5003,0,1959.9,0.5,979.95,15,0.015306903,20,set
S274-023-TTD-K1,274-G34,,K. pelamis,4.7673,3.082888889,S274-023-TTD-K1,Katsuwonus,pelamis,No,-4.025,-173.03,PIPA,,S274,S274-023-TTD,27-Jul-17,2258,29.5,16.75,35.48,5003,86,1348.617,1,1348.617,118,0.087497043,20,set
S274-024-TTD-K1,,GC_80,K. pelamis,N/A,N/A,S274-024-TTD-K1,Katsuwonus,pelamis,Yes,-3.458,-173.6,PIPA,,S274,S274-024-TTD,28-Jul-17,1113,29.5,10.11,35.45,5517,65,1505.72,1,1505.72,84,0.055787265,29,risen
S274-024-TTD-K2,274-G37,,K. pelamis,N/A,N/A,S274-024-TTD-K2,Katsuwonus,pelamis,Yes,-3.458,-173.6,PIPA,,S274,S274-024-TTD,28-Jul-17,1113,29.5,10.11,35.45,5517,65,1505.72,1,1505.72,84,0.055787265,29,risen
S274-024-TTS-K1,,,K. pelamis,2.5923,0,S274-024-TTS-K1,Katsuwonus,pelamis,No,-3.468,-173.607,PIPA,,S274,S274-024-TTS,28-Jul-17,1140,29.5,9.4,35.45,5527,31,1527.427,1,1527.427,100,0.065469577,29,risen
S274-025-NT-K1,,,K. pelamis,N/A,N/A,S274-025-NT-K1,Katsuwonus,pelamis,No,-2.658,-174.015,PIPA,,S274,S274-025-NT,29-Jul-17,7,29.5,18.83,35.48,N/A,0,1929.4,0.5,964.7,23,0.023841609,39,set
S274-025-NT-K2,,,K. pelamis,N/A,N/A,S274-025-NT-K2,Katsuwonus,pelamis,No,-2.658,-174.015,PIPA,,S274,S274-025-NT,29-Jul-17,7,29.5,18.83,35.48,N/A,0,1929.4,0.5,964.7,23,0.023841609,39,set
S274-025-NT-K3,,,K. pelamis,N/A,N/A,S274-025-NT-K3,Katsuwonus,pelamis,No,-2.658,-174.015,PIPA,,S274,S274-025-NT,29-Jul-17,7,29.5,18.83,35.48,N/A,0,1929.4,0.5,964.7,23,0.023841609,39,set
S274-026-TTD-K1,274-G38,GC_90,K. pelamis,6.5721,7.093555556,S274-026-TTD-K1,Katsuwonus,pelamis,Yes,-2.152,-174.383,Winslow,,S274,S274-026-TTD,29-Jul-17,1111,29.3,5.96,35.5,5457,81,1257.303,1,1257.303,59,0.04692584,39,risen
S274-026-TTS-K1,274-G5,GC_86,K. pelamis,7.5591,9.286888889,S274-026-TTS-K1,Katsuwonus,pelamis,Yes,-2.163,-174.393,Winslow,,S274,S274-026-TTS,29-Jul-17,1136,29.3,5.38,35.5,5459,36,1274.204,1,1274.204,101,0.079265173,39,risen
S274-026-TTS-K2,274-G6,GC_87,K. pelamis,8.5954,11.58977778,S274-026-TTS-K2,Katsuwonus,pelamis,Yes,-2.163,-174.393,Winslow,,S274,S274-026-TTS,29-Jul-17,1136,29.3,5.38,35.5,5459,36,1274.204,1,1274.204,101,0.079265173,39,risen
S274-026-TTS-K3,274-G7,GC_88,K. pelamis,6.3118,6.515111111,S274-026-TTS-K3,Katsuwonus,pelamis,Yes,-2.163,-174.393,Winslow,,S274,S274-026-TTS,29-Jul-17,1136,29.3,5.38,35.5,5459,36,1274.204,1,1274.204,101,0.079265173,39,risen
S274-026-TTS-K4,274-G8,GC_89,K. pelamis,7.0928,8.250666667,S274-026-TTS-K4,Katsuwonus,pelamis,Yes,-2.163,-174.393,Winslow,,S274,S274-026-TTS,29-Jul-17,1136,29.3,5.38,35.5,5459,36,1274.204,1,1274.204,101,0.079265173,39,risen
S274-027-TTD-K1,274-G42,,K. pelamis,4.2529,1.939777778,S274-027-TTD-K1,Katsuwonus,pelamis,No,-1.815,-174.672,Winslow,,S274,S274-027-TTD,29-Jul-17,2238,29.3,15.9,35.47,1740,87,1156.137,1,1156.137,141,0.121957865,39,risen
S274-027-TTS-K1,274-G39,,K. pelamis,7.2409,8.579777778,S274-027-TTS-K1,Katsuwonus,pelamis,No,-1.832,-174.677,Winslow,,S274,S274-027-TTS,29-Jul-17,2307,29.3,15.7,35.47,2330,44,905.504,1,905.504,187,0.206514825,39,risen
S274-027-TTS-K2,274-G40,GC_79,K. pelamis,N/A,N/A,S274-027-TTS-K2,Katsuwonus,pelamis,Yes,-1.832,-174.677,Winslow,,S274,S274-027-TTS,29-Jul-17,2307,29.3,15.7,35.47,2330,44,905.504,1,905.504,187,0.206514825,39,risen
S274-027-TTS-K3,274-G41,,K. pelamis,N/A,N/A,S274-027-TTS-K3,Katsuwonus,pelamis,Yes ,-1.832,-174.677,Winslow,,S274,S274-027-TTS,29-Jul-17,2307,29.3,15.7,35.47,2330,44,905.504,1,905.504,187,0.206514825,39,risen
S274-028-TTS-K1,274-G43,GC_91,K. pelamis,N/A,N/A,S274-028-TTS-K1,Katsuwonus,pelamis,Yes,-2.44,-174.8,Winslow,,S274,S274-028-TTS,30-Jul-17,1131,29.4,6.04,35.5,5005,43,1092.431,1,1092.431,47.6,0.043572546,49,risen
S274-028-TTS-T1,274-G13,,Thunnus,4.8844,4.795675676,S274-028-TTS-T1,Thunnus,albacares,No,-2.44,-174.8,Winslow,,S274,S274-028-TTS,30-Jul-17,1131,29.4,6.04,35.5,5005,43,1092.431,1,1092.431,47.6,0.043572546,49,risen
S274-029-TTD-K1,274-G53,GC_92,K. pelamis,N/A,N/A,S274-029-TTD-K1,Katsuwonus,pelamis,Yes,-2.97,-174.915,PIPA,,S274,S274-029-TTD,30-Jul-17,2246,29.4,17.56,35.49,5521,71,1411.682,1,1411.682,140,0.099172477,49,risen
S274-029-TTD-K10,274-G62,,K. pelamis,4.2222,1.871555556,S274-029-TTD-K10,Katsuwonus,pelamis,No,-2.97,-174.915,PIPA,,S274,S274-029-TTD,30-Jul-17,2246,29.4,17.56,35.49,5521,71,1411.682,1,1411.682,140,0.099172477,49,risen
S274-029-TTD-K11,274-G63,,K. pelamis,4.3179,2.084222222,S274-029-TTD-K11,Katsuwonus,pelamis,No,-2.97,-174.915,PIPA,,S274,S274-029-TTD,30-Jul-17,2246,29.4,17.56,35.49,5521,71,1411.682,1,1411.682,140,0.099172477,49,risen
S274-029-TTD-K12,274-G64,,K. pelamis,N/A,N/A,S274-029-TTD-K12,Katsuwonus,pelamis,No,-2.97,-174.915,PIPA,,S274,S274-029-TTD,30-Jul-17,2246,29.4,17.56,35.49,5521,71,1411.682,1,1411.682,140,0.099172477,49,risen
S274-029-TTD-K13,274-G65,,K. pelamis,N/A,N/A,S274-029-TTD-K13,Katsuwonus,pelamis,No,-2.97,-174.915,PIPA,,S274,S274-029-TTD,30-Jul-17,2246,29.4,17.56,35.49,5521,71,1411.682,1,1411.682,140,0.099172477,49,risen
S274-029-TTD-K14,274-G66,,K. pelamis,4.8863,3.347333333,S274-029-TTD-K14,Katsuwonus,pelamis,No,-2.97,-174.915,PIPA,,S274,S274-029-TTD,30-Jul-17,2246,29.4,17.56,35.49,5521,71,1411.682,1,1411.682,140,0.099172477,49,risen
S274-029-TTD-K2,274-G54,,K. pelamis,4.1166,1.636888889,S274-029-TTD-K2,Katsuwonus,pelamis,No,-2.97,-174.915,PIPA,,S274,S274-029-TTD,30-Jul-17,2246,29.4,17.56,35.49,5521,71,1411.682,1,1411.682,140,0.099172477,49,risen
S274-029-TTD-K3,274-G55,GC_93,K. pelamis,6.1276,6.105777778,S274-029-TTD-K3,Katsuwonus,pelamis,Yes,-2.97,-174.915,PIPA,,S274,S274-029-TTD,30-Jul-17,2246,29.4,17.56,35.49,5521,71,1411.682,1,1411.682,140,0.099172477,49,risen
S274-029-TTD-K4,274-G56,,K. pelamis,5.0253,3.656222222,S274-029-TTD-K4,Katsuwonus,pelamis,No,-2.97,-174.915,PIPA,,S274,S274-029-TTD,30-Jul-17,2246,29.4,17.56,35.49,5521,71,1411.682,1,1411.682,140,0.099172477,49,risen
S274-029-TTD-K5,274-G57,,K. pelamis,4.5657,2.634888889,S274-029-TTD-K5,Katsuwonus,pelamis,No,-2.97,-174.915,PIPA,,S274,S274-029-TTD,30-Jul-17,2246,29.4,17.56,35.49,5521,71,1411.682,1,1411.682,140,0.099172477,49,risen
S274-029-TTD-K6,274-G58,,K. pelamis,5.6659,5.079777778,S274-029-TTD-K6,Katsuwonus,pelamis,No,-2.97,-174.915,PIPA,,S274,S274-029-TTD,30-Jul-17,2246,29.4,17.56,35.49,5521,71,1411.682,1,1411.682,140,0.099172477,49,risen
S274-029-TTD-K7,274-G59,,K. pelamis,5.7743,5.320666667,S274-029-TTD-K7,Katsuwonus,pelamis,No,-2.97,-174.915,PIPA,,S274,S274-029-TTD,30-Jul-17,2246,29.4,17.56,35.49,5521,71,1411.682,1,1411.682,140,0.099172477,49,risen
S274-029-TTD-K8,274-G60,,K. pelamis,4.5074,2.505333333,S274-029-TTD-K8,Katsuwonus,pelamis,No,-2.97,-174.915,PIPA,,S274,S274-029-TTD,30-Jul-17,2246,29.4,17.56,35.49,5521,71,1411.682,1,1411.682,140,0.099172477,49,risen
S274-029-TTD-K9,274-G61,,K. pelamis,4.695,2.922222222,S274-029-TTD-K9,Katsuwonus,pelamis,No,-2.97,-174.915,PIPA,,S274,S274-029-TTD,30-Jul-17,2246,29.4,17.56,35.49,5521,71,1411.682,1,1411.682,140,0.099172477,49,risen
S274-029-TTD-U1,274-G17,,Thunnus,4.37,3.405405405,S274-029-TTD-U1,Thunnus,,No,-2.97,-174.915,PIPA,,S274,S274-029-TTD,30-Jul-17,2246,29.4,17.56,35.49,5521,71,1411.682,1,1411.682,140,0.099172477,49,risen
S274-029-TTS-K1,274-G44,,K. pelamis,N/A,N/A,S274-029-TTS-K1,Katsuwonus,pelamis,No,-2.983,-174.93,PIPA,,S274,S274-029-TTS,30-Jul-17,2311,29.4,17,35.49,5605,42,1017.484,1,1017.484,164.7,0.161869867,49,risen
S274-029-TTS-K2,274-G45,,K. pelamis,N/A,N/A,S274-029-TTS-K2,Katsuwonus,pelamis,No,-2.983,-174.93,PIPA,,S274,S274-029-TTS,30-Jul-17,2311,29.4,17,35.49,5605,42,1017.484,1,1017.484,164.7,0.161869867,49,risen
S274-029-TTS-K3,274-G46,,K. pelamis,4.1844,1.787555556,S274-029-TTS-K3,Katsuwonus,pelamis,No,-2.983,-174.93,PIPA,,S274,S274-029-TTS,30-Jul-17,2311,29.4,17,35.49,5605,42,1017.484,1,1017.484,164.7,0.161869867,49,risen
S274-029-TTS-K4,274-G47,,K. pelamis,5.0624,3.738666667,S274-029-TTS-K4,Katsuwonus,pelamis,No,-2.983,-174.93,PIPA,,S274,S274-029-TTS,30-Jul-17,2311,29.4,17,35.49,5605,42,1017.484,1,1017.484,164.7,0.161869867,49,risen
S274-029-TTS-K5,274-G48,,K. pelamis,4.4815,2.447777778,S274-029-TTS-K5,Katsuwonus,pelamis,No,-2.983,-174.93,PIPA,,S274,S274-029-TTS,30-Jul-17,2311,29.4,17,35.49,5605,42,1017.484,1,1017.484,164.7,0.161869867,49,risen
S274-029-TTS-K6,274-G49,,K. pelamis,N/A,N/A,S274-029-TTS-K6,Katsuwonus,pelamis,No,-2.983,-174.93,PIPA,,S274,S274-029-TTS,30-Jul-17,2311,29.4,17,35.49,5605,42,1017.484,1,1017.484,164.7,0.161869867,49,risen
S274-029-TTS-K7,274-G50,,K. pelamis,N/A,N/A,S274-029-TTS-K7,Katsuwonus,pelamis,No,-2.983,-174.93,PIPA,,S274,S274-029-TTS,30-Jul-17,2311,29.4,17,35.49,5605,42,1017.484,1,1017.484,164.7,0.161869867,49,risen
S274-029-TTS-K8,274-G51,,K. pelamis,N/A,N/A,S274-029-TTS-K8,Katsuwonus,pelamis,No,-2.983,-174.93,PIPA,,S274,S274-029-TTS,30-Jul-17,2311,29.4,17,35.49,5605,42,1017.484,1,1017.484,164.7,0.161869867,49,risen
S274-029-TTS-K9,274-G52,,K. pelamis,N/A,N/A,S274-029-TTS-K9,Katsuwonus,pelamis,Yes,-2.983,-174.93,PIPA,,S274,S274-029-TTS,30-Jul-17,2311,29.4,17,35.49,5605,42,1017.484,1,1017.484,164.7,0.161869867,49,risen
S274-029-TTS-T1,274-G91,,Thunnus,N/A,N/A,S274-029-TTS-T1,Thunnus,,No,-2.983,-174.93,PIPA,,S274,S274-029-TTS,30-Jul-17,2311,29.4,17,35.49,5605,42,1017.484,1,1017.484,164.7,0.161869867,49,risen
S274-030-TTD-K1,274-G67,GC_94,K. pelamis,5.3253,4.322888889,S274-030-TTD-K1,Katsuwonus,pelamis,Yes,-3.778,-174.635,PIPA,,S274,S274-030-TTD,31-Jul-17,1108,29.5,6.48,35.45,5172,70,1463.4,1,1463.4,68,0.046467131,58,risen
S274-030-TTD-K2,274-G68,,K. pelamis,4.6307,2.779333333,S274-030-TTD-K2,Katsuwonus,pelamis,No,-3.778,-174.635,PIPA,,S274,S274-030-TTD,31-Jul-17,1108,29.5,6.48,35.45,5172,70,1463.4,1,1463.4,68,0.046467131,58,risen
S274-030-TTD-K3,274-G69,GC_95,K. pelamis,4.3616,2.181333333,S274-030-TTD-K3,Katsuwonus,pelamis,Yes,-3.778,-174.635,PIPA,,S274,S274-030-TTD,31-Jul-17,1108,29.5,6.48,35.45,5172,70,1463.4,1,1463.4,68,0.046467131,58,risen
S274-030-TTS-K1,274-G70,,K. pelamis,5.3275,4.327777778,S274-030-TTS-K1,Katsuwonus,pelamis,No,-3.793,-174.643,PIPA,,S274,S274-030-TTS,31-Jul-17,1132,29.5,6.34,35.45,5172,28,1369.069,1,1369.069,119,0.086920382,58,risen
S274-030-TTS-K2,274-G71,GC_96,K. pelamis,5.2279,4.106444444,S274-030-TTS-K2,Katsuwonus,pelamis,Yes,-3.793,-174.643,PIPA,,S274,S274-030-TTS,31-Jul-17,1132,29.5,6.34,35.45,5172,28,1369.069,1,1369.069,119,0.086920382,58,risen
S274-030-TTS-K3,274-G72,,K. pelamis,4.6557,2.834888889,S274-030-TTS-K3,Katsuwonus,pelamis,No,-3.793,-174.643,PIPA,,S274,S274-030-TTS,31-Jul-17,1132,29.5,6.34,35.45,5172,28,1369.069,1,1369.069,119,0.086920382,58,risen
S274-030-TTS-K4,274-G73,,K. pelamis,4.8439,3.253111111,S274-030-TTS-K4,Katsuwonus,pelamis,No,-3.793,-174.643,PIPA,,S274,S274-030-TTS,31-Jul-17,1132,29.5,6.34,35.45,5172,28,1369.069,1,1369.069,119,0.086920382,58,risen
S274-030-TTS-K5,274-G74,,K. pelamis,4.4988,2.486222222,S274-030-TTS-K5,Katsuwonus,pelamis,No,-3.793,-174.643,PIPA,,S274,S274-030-TTS,31-Jul-17,1132,29.5,6.34,35.45,5172,28,1369.069,1,1369.069,119,0.086920382,58,risen
