Jar #,Date,Cruise,Year,Time,Day or Night,LatDec,LonDec,ADCP_velo,Water Depth,Tow Depth (m),SST (°C),Chla,SSS,Moon Phase %,risen or set,Distance (km) to nearest island ,What is the nearest island?,Tow Type,Region,Current,Tow Length (m),Net Area (m2),Tow Volume (m3),Zoop Biomass (ml),Zpl Density (ml/m3),Tuna,Skipjack,Thunnus,Unidentified Thunnus,Yellowfin,Bigeye,Auxis,Putative Hybrid,Tuna Density (ml/m3),Skipjack Density,Thunnus Density,Unidentified Thunnus Density,Yellowfin Density,Bigeye Density,Auxis Density,Putative Hybrid Density,Calanoid Copepod,Ostracod,Chaetognath,Corycaeus Copepod,Cyclopoid Copepod,Copilia spp. Copepod,Cladoceran,Euphausid Shrimp,Pteropod,Sapphirina Copepod,Mysid Shrimp,Salp,Siphonophore,Foraminifera,Hyperia spp. Amphipod,Opisthobranchia,Prosobranchia Snail,Radiolarian,Alciopid Polychaete,Lucifer Shrimp,Bubble-Raft Snail,Shrimp Larvae,Pronoe spp. Amphipod,Appendicularian,Stomatapoda,Phronima spp. Amphiopod,Leptocotis spp. Amphipod,Pterotracheoidea,Mimonectes spp. Amphipod,Gastropod,Vibilia spp. Amphipod,Velella velella,Gammarid Amphiopod,True Shrimp,Zoea,Cephalopods,Bristle Worm,Tuna Crab,Unknown Worm,Porpita porpita,Schyphozoa,Isopoda,Hermit Crab,Echuiridae,Lobster,Unknown,Total Inverts,Acanthuridae,Acropomatidae,Alepisauridae,Amarsipidae,Apogonidae,Astronesthidae,Balistidae,Blenniidae,Bramidae,Bregmacerotidae,Carangidae,Ceratiidae,Ceratioid,Chaetodontidae,Chiasmodontidae,Coryphaenidae,Clupeidae,Diodontidae,Diretmidae,Echeneidae,Engraulidae,Epigonidae,Exocoetidae,Gempylidae,Gigantactinidae,Gobiidae,Gonostomatidae,Hemiramphidae,Holocentridae,Howellidae,Leptocephalus,Lethrinidae,Lutjanidae,Malacosteidae,Melanostomiidae,Mullidae,Myctophidae,Myctophiformes,Nemichthyidae,Nomeidae,Notosudidae,Oneirodidae,Ophidiidae,Paralepididae,Phosichthyidae,Pomacentridae,Scombridae,Scopelarchidae,Scorpaenidae,Serranidae,Sphyraenidae,Stomiiformes,Tetragonuridae,Xiphiidae,Unknown,Total Fish,Fish Density,Total non-tuna,non-tuna density
S261-024-TTD,19-Jul-15,S261,2015,1105,Day,-2.163,-170.565,0.16,4894,107,30.4,3.67,35,11,risen,119.1,Enderbury,Deep Tucker,PIPA,,1842.3267,1,1842.3267,59,0.032024722,2,2,0,0,0,0,0,0,0.001085584,0.001085584,0,0,0,0,0,0,110,4,29,6,8,0,0,4,10,10,5,5,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,200,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,13,0,0,0,3,0,0,2,0,0,0,0,0,0,0,1,27,0.014655381,25,0.013569797
S261-025-NT,19-Jul-15,S261,2015,2350,Night,-2.468,-170.86,0.265,5259,0,30.3,6.99,35.9,11,set,74.56,Enderbury,Neuston,PIPA,,2587.8,0.5,1293.9,16.2,0.012520288,1,1,0,0,0,0,0,0,0.000772857,0.000772857,0,0,0,0,0,0,121,0,14,14,9,0,0,24,0,3,0,5,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,3,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,10,0.007728573,9,0.006955715
S261-025-TTD,19-Jul-15,S261,2015,2320,Night,-2.463,-170.845,0.265,5259,111,30.3,7.12,34.9,11,set,75.72,Enderbury,Deep Tucker,PIPA,,1741.4541,1,1741.4541,129,0.074076026,2,1,1,1,0,0,0,0,0.001148466,0.000574233,0.000574233,0.000574233,0,0,0,0,90,6,16,9,6,0,0,46,1,2,1,2,6,0,0,0,10,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,10,0,0,0,3,0,0,2,0,0,0,0,0,0,0,0,32,0.018375448,30,0.017226983
S261-026-NT,20-Jul-15,S261,2015,1136,Day,-3.12,-171.147,0.11,2284,0,30.3,4.06,35,18,risen,6.15,Enderbury,Neuston,Enderbury,,2186,0.5,1093,7.2,0.006587374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118,0,0,3,0,0,0,0,3,0,0,0,3,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.001829826,2,0.001829826
S261-026-TTD,20-Jul-15,S261,2015,1120,Day,-3.115,-171.138,0.11,2284,99,30.3,3.75,35,18,risen,5.118,Enderbury,Deep Tucker,Enderbury,,940.6944,1,940.6944,59,0.062719625,3,1,2,1,1,0,0,0,0.003189133,0.001063044,0.002126089,0.001063044,0.001063044,0,0,0,122,0,26,7,6,0,0,3,10,0,1,4,0,12,2,0,0,0,0,0,0,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,200,13,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,9,0,0,4,0,0,0,0,4,0,1,0,0,0,0,0,26,0,0,10,0,0,0,0,0,0,3,0,0,1,0,0,0,0,1,74,0.078665292,71,0.075476159
S261-028-NT,20-Jul-15,S261,2015,2310,Night,-3.015,-171.393,0.12,1308,0,30.3,4.56,34.93,18,set,29.57,Kanton,Neuston,Seamount 1,,1993.6,0.5,996.8,13,0.013041734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118,0,7,27,1,0,0,1,4,0,2,0,0,11,19,0,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,200,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,13,0.013041734,13,0.013041734
S261-028-TTD,20-Jul-15,S261,2015,2248,Night,-3.008,-171.383,0.12,1308,84,30.2,4.56,34.91,18,set,30.14,Kanton,Deep Tucker,Seamount 1,,2237.5935,1,2237.5935,64,0.028602157,2,1,1,1,0,0,0,0,0.000893817,0.000446909,0.000446909,0.000446909,0,0,0,0,72,11,16,12,3,0,0,21,16,1,0,4,0,20,1,0,16,0,0,0,0,1,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,200,11,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,14,0,0,1,0,0,0,0,49,1,0,1,0,0,1,0,28,0,0,6,0,0,0,2,0,0,2,0,0,1,0,0,0,0,7,131,0.05854504,129,0.057651222
S261-029-NT,25-Jul-15,S261,2015,1103,Day,-2.85,-171.745,0.217,1665,0,30.6,2.58,34.89,63,set,4.59,Kanton,Neuston,PIPA,,1833.5,0.5,916.75,9.5,0.010362694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118.5,0,0,4,1,0,0,1.5,0.5,1.5,1,4,15,0,0.5,0,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.00109081,1,0.00109081
S261-029-TTD,25-Jul-15,S261,2015,1044,Day,-2.84,-171.742,0.217,1665,97,30.5,2.64,34.88,63,set,3.77,Kanton,Deep Tucker,PIPA,,2145.0246,1,2145.0246,19,0.008857707,4,3,1,0,1,0,0,0,0.00186478,0.001398585,0.000466195,0,0.000466195,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0,14,0.006526732,10,0.004661951
S261-031-NT ,25-Jul-15,S261,2015,2321,Night,-3.382,-171.657,0.378,5296,0,30.4,3.84,34.9,63,risen,26.68,Birnie,Neuston,PIPA,,2337.3,0.5,1168.65,17,0.014546699,1,1,0,0,0,0,0,0,0.000855688,0.000855688,0,0,0,0,0,0,59,0,7,18,15,0,0,0,15,2,0,18,1,17,6,0,10,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,200,8,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,11,0,0,1,0,0,0,1,0,0,2,0,1,0,0,0,8,0,0,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,43,0.036794592,42,0.035938904
S261-031-TTD,25-Jul-15,S261,2015,2244,Night,-3.363,-171.655,0.378,5296,110,30.4,3.66,34.9,63,risen,,,Deep Tucker,PIPA,,2403.0801,1,2403.0801,93,0.038700333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,3,18,20,3,0,0,30,2,0,0,0,0,41,0,0,5,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S261-032-NT,26-Jul-15,S261,2015,1137,Day,-4.01,-171.905,0.241,5569,0,30.3,3.32,35,72,set,,,Neuston,PIPA,,2675.5,0.5,1337.75,5.1,0.003812372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,182,0,0,1,3,0,0,0,3,0,0,0,3,6,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S261-032-TTD,26-Jul-15,S261,2015,1116,Day,-4.002,-171.915,0.241,5569,90,30.3,3.32,35.01,72,set,59.86,Orona,Deep Tucker,PIPA,,2931.4464,1,2931.4464,35,0.011939499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0.005799185,17,0.005799185
S261-033-NT,26-Jul-15,S261,2015,2356,Night,-4.483,-172.063,0.28,3032,0,31.2,11.82,35.51,72,risen,,,Neuston,Orona,,2824.4,0.5,1412.2,348,0.246424019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,1,0,1,1,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,72,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S261-033-TTD,26-Jul-15,S261,2015,2322,Night,-4.485,-172.078,0.28,3032,96,30.2,12.11,35.48,72,risen,6.2,Orona,Deep Tucker,Orona,,1198.9902,1,1198.9902,44,0.036697548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107,8,3,7,11,0,0,43,1,0,2,0,0,10,3,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0.003336141,4,0.003336141
S261-033-TTS,26-Jul-15,S261,2015,2347,Night,-4.483,-172.068,0.28,3032,42,30.2,12.11,35.48,72,risen,7.32,Orona,Shallow Tucker,Orona,,1081.35,1,1081.35,47,0.043464188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,3,4,9,15,0,0,37,0,0,2,6,0,4,1,0,3,0,0,0,0,5,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0.00647339,7,0.00647339
S261-034-NT,29-Jul-15,S261,2015,1056,Day,-4.548,-172.29,0.335,1748,0,30.3,4.26,35.36,95,set,7.84,Orona ,Neuston,PIPA,,2423.9,0.5,1211.95,3210,2.648624118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.001650233,2,0.001650233
S261-034-TTD,29-Jul-15,S261,2015,1021,Day,-4.525,-172.283,0.335,1748,84,30.3,5.39,35.28,95,set,6.42,Orona ,Deep Tucker,PIPA,,1428.4767,1,1428.4767,10.4,0.007280483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,4,4,0,0,0,9,2,0,17,2,87,4,0,0,29,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,1,0,0,0,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0.006300418,9,0.006300418
S261-034-TTS,29-Jul-15,S261,2015,1046,Day,-4.54,-172.29,0.335,1748,36,30.3,5.39,35.28,95,set,7.52,Orona ,Shallow Tucker,PIPA,,1112.2419,1,1112.2419,20,0.0179817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,14,0,0,1,0,0,0,7,0,0,0,4,0,3,0,1,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0.011688105,13,0.011688105
S261-035-NT,29-Jul-15,S261,2015,2236,Night,-3.855,-172.848,0.056,4660,0,30.5,4.52,34.9,95,risen,100.53,Orona,Neuston,PIPA,,2226.1,0.5,1113.05,9.5,0.008535106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,7,1,48,5,0,0,3,17,3,3,0,2,0,5,0,45,0,0,0,0,4,0,0,0,0,0,2,0,0,4,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S261-035-TTD,29-Jul-15,S261,2015,2205,Night,-3.505,-172.845,0.056,4660,83,30.5,4.49,34.9,95,risen,131.02,Orona,Deep Tucker,PIPA,,1151.4108,1,1151.4108,30,0.026054993,1,0,1,1,0,0,0,0,0.0008685,0,0.0008685,0.0008685,0,0,0,0,68,4,6,18,5,0,0,62,11,0,4,0,0,0,0,0,14,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,200,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,11,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,15,0.013027496,14,0.012158997
S261-035-TTS,29-Jul-15,S261,2015,2229,Night,-3.852,-172.847,0.056,4660,40,30.5,4.49,34.9,95,risen,100.64,Orona,Shallow Tucker,PIPA,,1034.3046,1,1034.3046,50,0.048341659,1,1,0,0,0,0,0,0,0.000966833,0.000966833,0,0,0,0,0,0,56,5,3,22,2,0,0,33,11,0,0,0,4,0,0,0,63,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,24,0.023203996,23,0.022237163
S261-036-NT,30-Jul-15,S261,2015,1145,Day,-3.132,-173.463,0.128,5421,0,30.7,2.58,34.73,99,set,,,Neuston,PIPA,,2122.9,0.5,1061.45,1.8,0.001695793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,0,0,1,4,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S261-036-TTD,30-Jul-15,S261,2015,1132,Day,-3.127,-173.46,0.128,5421,94,30.6,2.57,34.72,99,set,89.69,McKean,Deep Tucker,PIPA,,1245.288,1,1245.288,9,0.007227244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,12,12,1,0,0,0,44,1,0,12,0,110,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S261-036-TTS,30-Jul-15,S261,2015,1155,Day,-3.14,-173.468,0.128,5421,39,30.6,2.57,34.72,99,set,88.14,McKean,Shallow Tucker,PIPA,,1207.7211,1,1207.7211,11,0.009108063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,51,0,0,2,0,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0.002484017,3,0.002484017
S261-037-NT,30-Jul-15,S261,2015,2227,Night,-2.445,-173.985,0.355,5236,0,30.6,3.14,34.62,99,risen,127.69,McKean,Neuston,PIPA,,2661.5,0.5,1330.75,20,0.015029119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,12,3,0,0,2,4,0,0,6,0,0,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,57,0,0,0,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S261-037-TTD,30-Jul-15,S261,2015,2158,Night,-2.427,-173.977,0.355,5236,98.2,30.6,3.15,34.61,99,risen,129.77,McKean,Deep Tucker,PIPA,,1209.2964,1,1209.2964,29,0.023980887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,3,1,7,5,0,0,83,1,0,0,0,0,37,2,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0.004961563,6,0.004961563
S261-037-TTS,30-Jul-15,S261,2015,2224,Night,-2.443,-173.983,0.355,5236,39,30.6,3.15,34.61,99,risen,127.93,McKean,Shallow Tucker,PIPA,,1242.351,1,1242.351,45,0.036221648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,0,3,8,0,0,106,0,0,0,0,0,24,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0.012878808,16,0.012878808
S261-038-NT,31-Jul-15,S261,2015,933,Day,-2.075,-174.25,0.279,5043,0,30.6,2.6,34.6,100,set,168.28,McKean,Neuston,Winslow,,2536.4,0.5,1268.2,14.8,0.011670084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,192,0,0,5,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.002365557,3,0.002365557
S261-038-TTD,31-Jul-15,S261,2015,905,Day,-2.057,-174.248,0.279,5043,99,30.5,2.56,34.6,100,set,170.25,McKean,Deep Tucker,Winslow,,1476.0294,1,1476.0294,12,0.008129919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,7,1,0,0,0,1,10,2,0,3,18,145,1,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0.005419946,8,0.005419946
S261-038-TTS,31-Jul-15,S261,2015,933,Day,-2.073,-174.248,0.279,5043,44,30.5,2.56,34.6,100,set,169.48,McKean,Shallow Tucker,Winslow,,1220.6172,1,1220.6172,13,0.01065035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,6,0,0,0,0,0,13,0,0,0,13,157,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.001638515,2,0.001638515
S261-040-NT,31-Jul-15,S261,2015,1600,Day,-1.713,-174.343,0.26,5159,0,30.9,2.62,34.62,100,set,209.15,McKean,Neuston,Winslow,,2893.2,0.5,1446.6,16,0.011060418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,176,0,8,3,3,0,0,0,5,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S261-040-TTD,31-Jul-15,S261,2015,1550,Day,-1.707,-174.342,0.26,5159,117,30.9,2.59,34.62,100,set,209.8,McKean,Deep Tucker,Winslow,,1357.9086,1,1357.9086,18,0.013255679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,8,25,11,1,0,0,0,9,7,0,4,7,37,3,0,0,0,0,0,0,0,0,2,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0.008837119,12,0.008837119
S261-040-TTS,31-Jul-15,S261,2015,1616,Day,-1.723,-174.343,0.26,5159,39,30.9,2.59,34.62,100,set,208.05,McKean,Shallow Tucker,Winslow,,1146.5247,1,1146.5247,9,0.007849809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,26,1,5,0,0,0,10,6,0,19,3,91,3,0,1,0,0,1,0,0,0,4,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.001744402,2,0.001744402
